title,media,date,datetime,desc,link,img
NA,Republic,,,NA,https://www.republicworld.com/india-news/general-news/the-amit-shah-interview-live-adani-hindenburg-row-2024-elections-pfi-ban-and-more-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/adani-hindenburg-row-centre-agrees-to-form-panel-to-suggest-ways-to-protect-investors-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/sc-asks-how-to-protect-investors-interests-seeks-views-of-centre-sebi-on-hindenburg-report-on-adani-firms-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/adani-takes-hindenburg-battle-to-us-hires-top-firm-wachtell-in-legal-fight-against-short-seller-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/sc-to-hear-plea-seeking-probe-into-hindenburg-research-report-on-adani-firms-on-feb-10-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/sports-news/cricket-news/virender-sehwag-calls-out-hitjob-on-indias-market-amid-adani-hindenburg-controversy-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/india-news/general-news/congress-holds-pan-india-protests-amid-hindenburg-adani-dispute-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/mahesh-jethmalani-reacts-to-adani-row-hindenburg-report-part-of-triple-attack-on-india-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/adani-group-documents-being-reviewed-by-centre-say-sources-as-sbi-lic-allay-fears-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/what-are-the-88-questions-hindenburg-report-asked-adani-group-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/why-hasnt-gautam-adani-sued-hindenburg-yet-adani-group-lawyer-tells-arnab-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/india-news/politics/opposition-stalls-parliament-on-adani-hindenburg-report-seeks-debate-in-budget-session-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/adani-enterprises-fpo-fully-subscribed-even-as-hindenburg-report-row-rages-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/what-is-hindenburg-research-all-about-the-firm-thats-stirred-a-confrontation-with-adani-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/how-much-have-adani-stocks-fallen-after-the-hindenburg-report-articleshow.html,
NA,Republic,,,NA,https://www.republicworld.com/business-news/india-business/hindenburg-rejects-adanis-413-page-response-to-report-issues-fresh-statement-articleshow.html,
